customer_id,credit_score,credit_history_years,number_of_defaults,last_default_year
C01013,795,4,0,
C01014,777,5,1,2022.0
C01015,702,18,0,
C01016,411,23,5,2018.0
C01017,792,6,0,
C01018,686,14,2,2019.0
C01019,552,16,4,2019.0
C01020,775,17,1,2024.0
C01021,696,11,1,2015.0
C01022,732,14,1,2015.0
C01023,486,7,2,2018.0
C01024,698,19,2,2023.0
C01025,733,16,0,
C01026,761,10,0,
C01027,553,20,3,2022.0
C01028,385,11,3,2022.0
C01029,797,16,1,2017.0
C01030,742,16,0,
C01031,698,6,1,2023.0
C01032,656,23,2,2018.0
C01033,331,9,5,2020.0
C01034,715,6,1,2017.0
C01035,787,10,1,2018.0
C01036,707,9,0,
C01037,767,9,0,
C01038,782,12,0,
C01039,727,15,1,2024.0
C01040,790,2,1,2018.0
C01041,704,14,0,
C01042,709,6,0,
C01043,320,8,2,2016.0
C01044,800,25,0,
C01045,751,20,0,
C01046,719,15,0,
C01047,654,19,1,2024.0
C01048,654,14,2,2020.0
C01049,626,7,4,2022.0
C01050,662,9,2,2015.0
C01051,726,7,0,
C01052,719,13,0,
C01053,339,18,3,2023.0
C01054,653,25,1,2020.0
C01055,798,21,1,2015.0
C01056,693,25,1,2018.0
C01057,741,5,1,2017.0
C01058,657,19,1,2022.0
C01059,793,24,1,2018.0
C01060,782,13,0,
C01061,793,25,0,
C01062,563,7,3,2022.0
C01063,685,17,1,2024.0
C01064,798,18,1,2022.0
C01065,662,4,1,2019.0
C01066,374,12,3,2022.0
C01067,782,2,1,2018.0
C01068,697,14,1,2015.0
C01069,767,11,0,
C01070,693,20,2,2019.0
C01071,734,9,1,2022.0
C01072,735,23,1,2022.0
C01073,800,11,1,2019.0
C01074,723,7,0,
C01075,760,3,1,2017.0
C01076,775,15,1,2023.0
C01077,709,20,1,2018.0
C01078,691,25,1,2020.0
C01079,729,2,1,2019.0
C01080,603,9,5,2023.0
C01081,666,16,2,2023.0
C01082,699,10,1,2021.0
C01083,453,17,3,2015.0
C01084,786,19,0,
C01085,692,17,2,2024.0
C01086,570,6,2,2024.0
C01087,666,17,2,2019.0
C01088,732,11,1,2020.0
C01089,714,5,1,2021.0
C01090,779,3,1,2024.0
C01091,502,18,3,2015.0
C01092,784,9,0,
C01093,740,20,0,
C01094,787,21,0,
C01095,737,15,0,
C01096,747,11,0,
C01097,711,8,0,
C01098,754,14,1,2021.0
C01099,659,11,2,2017.0
C01100,719,19,1,2023.0
C01101,784,18,0,
C01102,678,2,2,2020.0
C01103,747,14,1,2024.0
C01104,743,2,0,
C01105,781,7,1,2024.0
C01106,653,10,2,2019.0
C01107,716,4,1,2016.0
C01108,729,6,1,2017.0
C01109,669,13,1,2015.0
C01110,753,12,1,2017.0
C01111,789,17,0,
C01112,739,25,1,2016.0
C01113,722,23,0,
C01114,792,10,1,2022.0
C01115,763,17,0,
C01116,664,21,2,2015.0
C01117,793,7,1,2015.0
C01118,767,3,1,2015.0
C01119,751,20,1,2023.0
C01120,757,20,0,
C01121,393,2,4,2016.0
C01122,652,12,2,2019.0
C01123,668,3,1,2018.0
C01124,722,18,0,
C01125,764,17,0,
C01126,773,3,0,
C01127,797,17,0,
C01128,713,5,0,
C01129,658,22,2,2018.0
C01130,735,6,0,
C01131,675,8,1,2018.0
C01132,736,5,0,
C01133,776,2,1,2017.0
C01134,707,2,0,
C01135,766,14,1,2023.0
C01136,777,6,1,2021.0
C01137,728,19,1,2018.0
C01138,786,22,1,2021.0
C01139,796,17,0,
C01140,763,16,1,2015.0
C01141,658,8,2,2024.0
C01142,683,12,2,2023.0
C01143,665,22,1,2017.0
C01144,717,9,0,
C01145,752,22,0,
C01146,766,15,0,
C01147,714,7,1,2023.0
C01148,723,3,1,2022.0
C01149,773,14,0,
C01150,739,25,1,2015.0
C01151,797,20,1,2019.0
C01152,673,5,1,2023.0
C01153,722,2,1,2019.0
C01154,657,2,2,2018.0
C01155,713,14,1,2024.0
C01156,773,25,0,
C01157,690,7,1,2021.0
C01158,764,23,1,2017.0
C01159,671,1,2,2021.0
C01160,746,15,1,2019.0
C01161,779,23,0,
C01162,414,9,3,2020.0
C01163,789,7,1,2018.0
C01164,682,5,1,2016.0
C01165,578,3,4,2024.0
C01166,791,16,0,
C01167,406,2,2,2020.0
C01168,688,21,1,2016.0
C01169,515,15,2,2019.0
C01170,726,23,0,
C01171,721,25,1,2017.0
C01172,745,7,0,
C01173,719,24,0,
C01174,712,18,1,2020.0
C01175,419,23,2,2016.0
C01176,734,22,0,
C01177,775,2,0,
C01178,724,1,1,2024.0
C01179,784,22,1,2020.0
C01180,306,14,5,2024.0
C01181,677,12,1,2024.0
C01182,653,22,2,2017.0
C01183,658,7,2,2020.0
C01184,658,13,2,2016.0
C01185,681,1,1,2022.0
C01186,672,9,1,2022.0
C01187,327,20,2,2022.0
C01188,692,24,1,2015.0
C01189,773,2,1,2018.0
C01190,718,12,0,
C01191,795,22,0,
C01192,721,23,1,2024.0
C01193,702,5,1,2023.0
C01194,316,2,3,2021.0
C01195,651,13,2,2024.0
C01196,700,15,1,2019.0
C01197,685,12,1,2018.0
C01198,726,16,1,2017.0
C01199,690,22,2,2017.0
C01200,760,11,1,2018.0
C01201,768,3,0,
C01202,694,25,1,2023.0
C01203,593,17,4,2021.0
C01204,739,14,1,2022.0
C01205,768,24,1,2019.0
C01206,701,7,0,
C01207,747,6,0,
C01208,643,24,2,2022.0
C01209,696,12,2,2015.0
C01210,787,12,1,2015.0
C01211,758,3,1,2023.0
C01212,646,12,3,2020.0
C01213,725,20,0,
C01214,727,4,0,
C01215,749,20,1,2019.0
C01216,722,20,1,2020.0
C01217,697,15,1,2023.0
C01218,754,18,1,2015.0
C01219,678,18,1,2024.0
C01220,406,8,2,2015.0
C01221,721,13,1,2017.0
C01222,680,18,1,2018.0
C01223,674,21,2,2016.0
C01224,724,6,1,2017.0
C01225,701,1,1,2017.0
C01226,661,20,1,2024.0
C01227,765,17,1,2024.0
C01228,438,23,4,2018.0
C01229,588,25,3,2021.0
C01230,769,5,0,
C01231,658,24,1,2019.0
C01232,650,25,1,2020.0
C01233,358,1,4,2019.0
C01234,775,5,0,
C01235,761,3,1,2019.0
C01236,774,24,0,
C01237,674,24,2,2023.0
C01238,430,9,4,2020.0
C01239,707,25,0,
C01240,710,23,1,2021.0
C01241,776,13,0,
C01242,701,8,0,
C01243,617,16,2,2024.0
C01244,763,19,0,
C01245,709,24,0,
C01246,726,10,1,2016.0
C01247,682,12,2,2016.0
C01248,797,14,1,2023.0
C01249,731,22,1,2024.0
C01250,754,16,0,
C01251,716,6,0,
C01252,710,23,1,2024.0
C01253,753,2,1,2022.0
C01254,760,9,0,
C01255,431,11,4,2022.0
C01256,715,4,1,2023.0
C01257,545,5,2,2021.0
C01258,340,7,5,2018.0
C01259,781,19,0,
C01260,777,16,1,2019.0
C01261,702,13,0,
C01262,712,23,0,
C01263,787,25,0,
C01264,747,6,0,
C01265,782,7,0,
C01266,788,5,0,
C01267,775,11,1,2015.0
C01268,740,5,1,2015.0
C01269,782,5,0,
C01270,318,13,5,2022.0
C01271,646,10,5,2022.0
C01272,735,18,1,2023.0
C01273,713,5,1,2015.0
C01274,364,6,5,2021.0
C01275,605,2,5,2019.0
C01276,733,5,0,
C01277,767,19,1,2018.0
C01278,714,21,1,2019.0
C01279,783,17,1,2021.0
C01280,662,2,2,2019.0
C01281,699,22,1,2018.0
C01282,659,16,2,2023.0
C01283,748,25,0,
C01284,624,9,4,2023.0
C01285,794,11,1,2020.0
C01286,690,6,2,2018.0
C01287,754,16,0,
C01288,708,3,1,2016.0
C01289,710,1,0,
C01290,791,9,0,
C01291,774,24,1,2020.0
C01292,651,4,2,2016.0
C01293,665,23,2,2015.0
C01294,654,19,2,2022.0
C01295,516,22,5,2017.0
C01296,481,24,2,2019.0
C01297,357,11,5,2023.0
C01298,686,16,2,2018.0
C01299,673,15,1,2022.0
C01300,664,2,1,2021.0
C01301,778,19,1,2023.0
C01302,729,20,1,2020.0
C01303,689,11,2,2016.0
C01304,697,20,2,2022.0
C01305,665,11,1,2016.0
C01306,726,14,0,
C01307,765,9,0,
C01308,665,2,1,2020.0
C01309,719,24,0,
C01310,778,6,1,2024.0
C01311,766,19,0,
C01312,758,25,1,2024.0
C01313,654,23,2,2022.0
C01314,763,5,0,
C01315,795,8,0,
C01316,725,17,1,2018.0
C01317,709,24,1,2019.0
C01318,777,24,0,
C01319,764,21,1,2016.0
C01320,767,19,0,
C01321,692,20,1,2017.0
C01322,764,7,0,
C01323,415,1,4,2019.0
C01324,678,18,1,2022.0
C01325,785,10,1,2018.0
C01326,800,7,0,
C01327,747,13,0,
C01328,650,22,2,2017.0
C01329,335,1,4,2022.0
C01330,703,18,1,2015.0
C01331,734,5,0,
C01332,695,7,2,2021.0
C01333,702,18,0,
C01334,675,9,2,2024.0
C01335,414,24,3,2019.0
C01336,777,25,0,
C01337,747,24,1,2017.0
C01338,663,1,1,2024.0
C01339,686,16,1,2018.0
C01340,696,22,1,2021.0
C01341,784,24,1,2015.0
C01342,678,13,1,2023.0
C01343,794,24,1,2024.0
C01344,680,24,2,2016.0
C01345,759,5,0,
C01346,720,11,0,
C01347,743,22,1,2023.0
C01348,771,21,1,2024.0
C01349,797,9,1,2015.0
C01350,737,3,1,2015.0
C01351,770,10,1,2022.0
C01352,777,2,1,2024.0
C01353,758,12,0,
C01354,727,4,0,
C01355,523,23,2,2024.0
C01356,740,2,0,
C01357,678,19,2,2021.0
C01358,786,21,1,2023.0
C01359,662,2,1,2019.0
C01360,706,5,0,
C01361,752,14,1,2017.0
C01362,716,23,0,
C01363,492,19,2,2015.0
C01364,549,13,3,2019.0
C01365,796,14,1,2022.0
C01366,740,6,1,2022.0
C01367,717,22,1,2024.0
C01368,741,23,0,
C01369,668,1,1,2018.0
C01370,728,10,1,2022.0
C01371,693,22,1,2016.0
C01372,765,4,0,
C01373,553,19,5,2022.0
C01374,731,25,0,
C01375,762,1,1,2024.0
C01376,736,9,1,2017.0
C01377,698,8,2,2023.0
C01378,713,15,0,
C01379,697,25,2,2022.0
C01380,787,19,1,2022.0
C01381,774,3,0,
C01382,553,16,4,2022.0
C01383,799,3,1,2022.0
C01384,332,7,5,2015.0
C01385,714,8,0,
C01386,790,25,0,
C01387,749,7,1,2019.0
C01388,690,2,1,2015.0
C01389,562,22,2,2017.0
C01390,765,8,0,
C01391,767,4,1,2024.0
C01392,784,22,1,2017.0
C01393,305,14,5,2024.0
C01394,666,16,1,2022.0
C01395,723,2,0,
C01396,774,19,0,
C01397,745,22,0,
C01398,760,11,1,2018.0
C01399,721,15,1,2024.0
C01400,695,19,2,2018.0
C01401,459,18,4,2024.0
C01402,798,15,0,
C01403,701,24,0,
C01404,703,15,1,2018.0
C01405,734,3,1,2018.0
C01406,663,8,1,2015.0
C01407,671,10,2,2015.0
C01408,676,24,1,2022.0
C01409,737,22,0,
C01410,666,13,1,2016.0
C01411,728,16,0,
C01412,520,23,4,2020.0
C01413,789,25,1,2021.0
C01414,722,13,1,2023.0
C01415,762,24,0,
C01416,726,2,1,2016.0
C01417,499,4,5,2015.0
C01418,792,1,0,
C01419,718,20,0,
C01420,688,6,1,2024.0
C01421,673,21,1,2020.0
C01422,799,19,1,2024.0
C01423,675,25,1,2021.0
C01424,337,24,4,2024.0
C01425,757,6,0,
C01426,680,9,2,2016.0
C01427,701,16,1,2024.0
C01428,689,17,2,2019.0
C01429,661,22,1,2016.0
C01430,691,17,1,2017.0
C01431,745,24,0,
C01432,739,7,0,
C01433,715,16,1,2024.0
C01434,800,13,1,2024.0
C01435,691,7,1,2015.0
C01436,528,7,2,2016.0
C01437,738,4,0,
C01438,566,20,3,2016.0
C01439,498,23,5,2017.0
C01440,570,12,2,2016.0
C01441,438,5,4,2017.0
C01442,673,21,1,2016.0
C01443,731,1,1,2023.0
C01444,702,19,1,2016.0
C01445,335,19,4,2017.0
C01446,716,4,0,
C01447,712,6,1,2016.0
C01448,665,21,2,2015.0
C01449,717,11,0,
C01450,785,24,0,
C01451,393,13,4,2017.0
C01452,777,20,1,2017.0
C01453,676,20,2,2023.0
C01454,675,24,2,2018.0
C01455,742,4,1,2020.0
C01456,742,11,1,2023.0
C01457,780,10,1,2015.0
C01458,705,1,0,
C01459,771,3,0,
C01460,766,18,0,
C01461,330,18,3,2018.0
C01462,790,5,0,
C01463,663,15,2,2018.0
C01464,627,23,2,2020.0
C01465,719,22,1,2017.0
C01466,716,12,0,
C01467,474,10,2,2021.0
C01468,711,14,0,
C01469,748,2,1,2015.0
C01470,676,9,2,2015.0
C01471,726,10,0,
C01472,471,8,4,2022.0
C01473,786,12,0,
C01474,521,10,3,2018.0
C01475,688,18,1,2018.0
C01476,667,13,1,2022.0
C01477,655,13,2,2023.0
C01478,688,5,2,2020.0
C01479,701,3,0,
C01480,708,20,0,
C01481,696,25,2,2021.0
C01482,449,3,5,2020.0
C01483,790,25,0,
C01484,716,11,0,
C01485,660,23,2,2024.0
C01486,740,15,1,2023.0
C01487,357,12,4,2021.0
C01488,743,3,1,2023.0
C01489,757,25,0,
C01490,743,1,0,
C01491,670,8,2,2017.0
C01492,781,6,1,2018.0
C01493,724,11,1,2024.0
C01494,783,2,0,
C01495,773,7,1,2024.0
C01496,757,4,1,2018.0
C01497,732,3,1,2019.0
C01498,746,17,0,
C01499,791,2,0,
C01500,748,14,1,2018.0
C01501,740,16,0,
C01502,506,24,5,2017.0
C01503,716,15,0,
C01504,705,1,1,2016.0
C01505,784,4,1,2017.0
C01506,729,4,0,
C01507,720,11,1,2016.0
C01508,683,15,2,2021.0
C01509,716,7,0,
C01510,734,1,0,
C01511,656,14,1,2022.0
C01512,679,17,2,2018.0
C01513,703,18,1,2021.0
C01514,782,13,0,
C01515,718,11,1,2020.0
C01516,764,23,1,2016.0
C01517,485,2,2,2016.0
C01518,677,6,1,2022.0
C01519,735,22,0,
C01520,754,21,1,2016.0
C01521,473,1,5,2022.0
C01522,721,19,0,
C01523,721,18,1,2017.0
C01524,730,8,0,
C01525,682,24,2,2015.0
C01526,362,3,5,2015.0
C01527,744,11,0,
C01528,405,1,2,2024.0
C01529,785,5,0,
C01530,731,9,0,
C01531,765,8,0,
C01532,785,7,1,2021.0
C01533,482,23,2,2016.0
C01534,762,10,1,2017.0
C01535,654,12,1,2024.0
C01536,714,16,0,
C01537,735,5,0,
C01538,748,24,0,
C01539,800,25,1,2017.0
C01540,772,18,1,2017.0
C01541,787,17,0,
C01542,562,25,4,2024.0
C01543,702,12,1,2020.0
C01544,411,19,2,2023.0
C01545,730,20,0,
C01546,794,22,1,2020.0
C01547,675,8,1,2020.0
C01548,702,2,0,
C01549,794,15,1,2018.0
C01550,754,7,1,2021.0
C01551,682,22,1,2017.0
C01552,745,25,1,2022.0
C01553,777,3,1,2017.0
C01554,792,11,1,2019.0
C01555,684,2,1,2023.0
C01556,789,19,1,2024.0
C01557,800,6,1,2021.0
C01558,621,8,5,2019.0
C01559,734,11,0,
C01560,710,15,0,
C01561,740,11,0,
C01562,746,20,0,
C01563,786,15,1,2018.0
C01564,709,24,1,2021.0
C01565,724,7,1,2015.0
C01566,691,15,2,2016.0
C01567,756,7,0,
C01568,726,24,0,
C01569,759,25,0,
C01570,344,8,2,2023.0
C01571,524,14,2,2019.0
C01572,798,25,1,2017.0
C01573,765,13,1,2020.0
C01574,683,4,1,2018.0
C01575,773,5,0,
C01576,676,7,2,2024.0
C01577,763,12,1,2021.0
C01578,774,17,1,2016.0
C01579,677,5,2,2015.0
C01580,724,9,1,2016.0
C01581,661,25,2,2021.0
C01582,702,23,1,2022.0
C01583,752,9,1,2015.0
C01584,732,16,0,
C01585,793,22,0,
C01586,752,14,1,2016.0
C01587,763,6,0,
C01588,722,6,0,
C01589,502,15,5,2021.0
C01590,661,2,2,2015.0
C01591,503,22,2,2019.0
C01592,743,16,0,
C01593,750,9,1,2023.0
C01594,756,22,0,
C01595,652,3,2,2019.0
C01596,533,17,3,2018.0
C01597,775,13,1,2015.0
C01598,775,10,0,
C01599,702,13,0,
C01600,759,15,1,2016.0
C01601,761,21,1,2023.0
C01602,761,21,1,2021.0
C01603,688,12,2,2022.0
C01604,767,16,1,2018.0
C01605,785,13,0,
C01606,660,15,2,2017.0
C01607,689,25,2,2019.0
C01608,510,20,5,2019.0
C01609,765,9,0,
C01610,780,23,1,2020.0
C01611,693,13,1,2020.0
C01612,682,11,2,2023.0
C01613,661,11,1,2016.0
C01614,408,25,2,2023.0
C01615,754,2,1,2023.0
C01616,695,4,1,2024.0
C01617,755,4,1,2024.0
C01618,751,10,0,
C01619,705,2,1,2016.0
C01620,749,20,0,
C01621,678,19,1,2019.0
C01622,459,22,5,2019.0
C01623,663,23,2,2016.0
C01624,751,4,1,2016.0
C01625,704,12,0,
C01626,782,16,1,2017.0
C01627,688,13,1,2024.0
C01628,732,7,0,
C01629,797,22,1,2016.0
C01630,703,17,0,
C01631,691,11,2,2017.0
C01632,719,17,1,2018.0
C01633,720,23,1,2021.0
C01634,750,5,1,2015.0
C01635,714,3,1,2018.0
C01636,775,17,0,
C01637,773,25,1,2016.0
C01638,768,13,1,2020.0
C01639,691,9,2,2015.0
C01640,735,24,1,2024.0
C01641,784,2,1,2021.0
C01642,663,10,2,2019.0
C01643,762,24,0,
C01644,734,21,0,
C01645,651,10,2,2018.0
C01646,683,6,2,2021.0
C01647,758,5,1,2023.0
C01648,464,20,2,2022.0
C01649,708,21,0,
C01650,677,12,2,2018.0
C01651,731,25,1,2024.0
C01652,742,21,1,2021.0
C01653,714,3,0,
C01654,755,10,0,
C01655,692,11,1,2018.0
C01656,741,5,0,
C01657,306,17,4,2017.0
C01658,797,23,0,
C01659,714,18,0,
C01660,694,6,2,2023.0
C01661,703,12,0,
C01662,764,8,1,2024.0
C01663,797,2,1,2017.0
C01664,788,18,0,
C01665,722,25,0,
C01666,765,17,1,2024.0
C01667,668,12,1,2022.0
C01668,666,14,1,2024.0
C01669,717,23,0,
C01670,766,10,0,
C01671,739,25,1,2019.0
C01672,654,2,2,2016.0
C01673,667,17,2,2021.0
C01674,792,11,0,
C01675,438,1,4,2024.0
C01676,661,17,1,2016.0
C01677,798,21,0,
C01678,693,13,2,2019.0
C01679,694,17,1,2020.0
C01680,771,19,1,2021.0
C01681,679,25,1,2024.0
C01682,776,24,0,
C01683,768,11,0,
C01684,457,6,2,2024.0
C01685,652,20,1,2022.0
C01686,327,7,4,2020.0
C01687,712,16,0,
C01688,711,1,0,
C01689,687,9,1,2017.0
C01690,785,3,0,
C01691,720,14,0,
C01692,698,19,2,2018.0
C01693,713,13,1,2020.0
C01694,706,19,1,2021.0
C01695,446,5,3,2016.0
C01696,706,2,1,2019.0
C01697,677,2,2,2024.0
C01698,671,10,2,2021.0
C01699,632,24,3,2018.0
C01700,708,21,1,2023.0
C01701,701,20,1,2023.0
C01702,746,5,0,
C01703,785,2,1,2017.0
C01704,730,6,1,2015.0
C01705,571,5,4,2021.0
C01706,754,13,1,2023.0
C01707,677,22,1,2019.0
C01708,399,24,2,2018.0
C01709,741,16,1,2022.0
C01710,702,19,1,2022.0
C01711,648,16,3,2018.0
C01712,746,18,1,2023.0
C01713,773,5,0,
C01714,742,4,1,2022.0
C01715,780,11,0,
C01716,794,18,0,
C01717,453,4,5,2015.0
C01718,795,23,0,
C01719,738,15,0,
C01720,750,21,1,2017.0
C01721,785,9,1,2023.0
C01722,737,12,1,2019.0
C01723,681,9,2,2015.0
C01724,690,23,1,2020.0
C01725,737,18,1,2017.0
C01726,755,13,1,2015.0
C01727,692,12,2,2020.0
C01728,730,19,0,
C01729,610,5,4,2016.0
C01730,780,7,0,
C01731,751,4,1,2020.0
C01732,772,19,1,2015.0
C01733,681,6,2,2023.0
C01734,725,16,0,
C01735,699,9,1,2021.0
C01736,762,6,0,
C01737,731,25,1,2024.0
C01738,714,20,0,
C01739,723,25,1,2024.0
C01740,768,16,1,2023.0
C01741,707,10,0,
C01742,459,21,5,2015.0
C01743,401,6,2,2015.0
C01744,784,2,1,2022.0
C01745,731,22,1,2024.0
C01746,724,13,0,
C01747,751,4,0,
C01748,774,4,1,2019.0
C01749,707,24,1,2019.0
C01750,777,24,0,
C01751,730,1,1,2019.0
C01752,686,5,1,2020.0
C01753,675,14,1,2024.0
C01754,664,15,2,2015.0
C01755,693,2,2,2018.0
C01756,752,3,0,
C01757,777,5,0,
C01758,708,2,1,2016.0
C01759,785,1,1,2024.0
C01760,744,16,0,
C01761,774,3,1,2015.0
C01762,680,19,1,2020.0
C01763,757,22,0,
C01764,669,7,2,2015.0
C01765,771,1,1,2017.0
C01766,756,3,0,
C01767,771,19,1,2016.0
C01768,709,18,1,2021.0
C01769,757,21,0,
C01770,690,1,2,2024.0
C01771,691,5,1,2024.0
C01772,660,9,2,2017.0
C01773,703,9,0,
C01774,751,4,0,
C01775,669,13,1,2015.0
C01776,333,1,4,2023.0
C01777,797,23,0,
C01778,694,10,2,2015.0
C01779,759,11,1,2016.0
C01780,712,4,0,
C01781,525,8,3,2022.0
C01782,700,12,1,2024.0
C01783,770,3,1,2021.0
C01784,771,15,0,
C01785,792,23,0,
C01786,670,16,2,2017.0
C01787,707,9,0,
C01788,727,25,1,2024.0
C01789,687,5,2,2024.0
C01790,752,15,0,
C01791,596,10,5,2015.0
C01792,685,7,1,2019.0
C01793,706,25,1,2022.0
C01794,730,8,0,
C01795,710,9,0,
C01796,717,24,1,2018.0
C01797,712,17,0,
C01798,762,16,0,
C01799,373,3,4,2021.0
C01800,580,21,2,2019.0
C01801,693,6,2,2022.0
C01802,659,8,1,2018.0
C01803,507,14,4,2024.0
C01804,724,22,1,2015.0
C01805,333,10,5,2023.0
C01806,746,9,0,
C01807,760,10,0,
C01808,626,23,3,2023.0
C01809,679,4,2,2021.0
C01810,503,16,4,2021.0
C01811,756,25,0,
C01812,711,7,0,
C01813,701,19,1,2019.0
C01814,690,10,1,2021.0
C01815,752,21,1,2023.0
C01816,612,5,4,2019.0
C01817,714,20,1,2016.0
C01818,710,6,1,2022.0
C01819,432,17,5,2015.0
C01820,668,23,1,2017.0
C01821,760,20,1,2021.0
C01822,685,15,1,2015.0
C01823,652,1,1,2015.0
C01824,728,6,0,
C01825,771,14,0,
C01826,716,22,0,
C01827,444,7,4,2023.0
C01828,650,22,1,2024.0
C01829,800,14,0,
C01830,799,3,0,
C01831,527,23,5,2018.0
C01832,767,11,0,
C01833,748,24,0,
C01834,415,20,3,2024.0
C01835,740,9,1,2024.0
C01836,684,2,1,2022.0
C01837,795,7,0,
C01838,571,10,4,2024.0
C01839,735,2,0,
C01840,777,3,1,2020.0
C01841,785,25,0,
C01842,770,9,1,2021.0
C01843,319,24,5,2019.0
C01844,693,21,2,2018.0
C01845,672,5,2,2024.0
C01846,617,22,2,2017.0
C01847,454,8,2,2015.0
C01848,692,11,2,2018.0
C01849,331,5,2,2020.0
C01850,775,22,0,
C01851,778,20,0,
C01852,714,23,1,2019.0
C01853,728,18,0,
C01854,766,25,1,2015.0
C01855,768,13,1,2023.0
C01856,537,16,3,2024.0
C01857,754,6,0,
C01858,776,25,1,2023.0
C01859,733,18,1,2015.0
C01860,695,20,1,2018.0
C01861,774,22,0,
C01862,722,14,0,
C01863,710,6,0,
C01864,657,13,2,2018.0
C01865,776,24,1,2016.0
C01866,658,24,1,2017.0
C01867,681,20,1,2020.0
C01868,706,10,1,2021.0
C01869,407,19,2,2021.0
C01870,740,17,1,2022.0
C01871,325,23,3,2018.0
C01872,715,16,0,
C01873,766,2,0,
C01874,396,24,2,2016.0
C01875,699,22,1,2016.0
C01876,656,20,2,2024.0
C01877,703,25,0,
C01878,659,6,1,2023.0
C01879,738,7,1,2019.0
C01880,534,5,4,2017.0
C01881,666,1,2,2020.0
C01882,709,20,1,2021.0
C01883,746,21,0,
C01884,687,6,2,2021.0
C01885,770,10,0,
C01886,656,5,2,2022.0
C01887,796,12,0,
C01888,777,1,1,2024.0
C01889,669,10,1,2019.0
C01890,776,21,1,2018.0
C01891,687,21,1,2022.0
C01892,798,1,1,2019.0
C01893,728,21,1,2017.0
C01894,719,25,1,2024.0
C01895,795,24,1,2021.0
C01896,793,19,1,2024.0
C01897,710,16,0,
C01898,358,17,4,2016.0
C01899,678,10,2,2023.0
C01900,711,20,1,2022.0
C01901,709,20,0,
C01902,718,18,0,
C01903,738,25,1,2015.0
C01904,388,20,2,2015.0
C01905,686,14,2,2017.0
C01906,759,13,0,
C01907,709,7,0,
C01908,704,6,0,
C01909,302,7,4,2016.0
C01910,773,5,1,2019.0
C01911,480,15,4,2016.0
C01912,609,14,4,2015.0
C01913,724,7,1,2018.0
C01914,693,8,2,2020.0
C01915,614,7,4,2016.0
C01916,711,25,1,2023.0
C01917,785,6,1,2023.0
C01918,800,2,0,
C01919,441,12,5,2018.0
C01920,485,24,3,2016.0
C01921,790,12,0,
C01922,721,23,1,2019.0
C01923,679,10,1,2024.0
C01924,720,5,1,2022.0
C01925,657,15,2,2016.0
C01926,755,22,0,
C01927,771,3,1,2022.0
C01928,788,15,0,
C01929,686,20,1,2022.0
C01930,691,3,2,2016.0
C01931,478,24,3,2021.0
C01932,756,4,1,2016.0
C01933,670,16,2,2016.0
C01934,701,13,0,
C01935,788,9,0,
C01936,602,3,5,2017.0
C01937,767,25,1,2020.0
C01938,762,1,1,2022.0
C01939,670,2,1,2023.0
C01940,791,2,0,
C01941,702,4,0,
C01942,776,16,0,
C01943,792,5,0,
C01944,774,16,0,
C01945,665,5,1,2023.0
C01946,724,7,0,
C01947,745,15,0,
C01948,728,4,0,
C01949,655,7,1,2021.0
C01950,758,22,1,2016.0
C01951,711,6,0,
C01952,782,25,1,2020.0
C01953,714,2,0,
C01954,760,10,0,
C01955,793,19,1,2024.0
C01956,681,22,1,2020.0
C01957,470,15,3,2020.0
C01958,663,12,2,2018.0
C01959,704,24,0,
C01960,675,3,1,2017.0
C01961,759,23,0,
C01962,774,6,1,2015.0
C01963,732,20,1,2018.0
C01964,780,19,1,2021.0
C01965,461,21,5,2015.0
C01966,721,4,0,
C01967,780,7,0,
C01968,787,12,1,2023.0
C01969,760,16,1,2024.0
C01970,750,17,0,
C01971,757,24,1,2019.0
C01972,696,14,2,2018.0
C01973,667,21,2,2022.0
C01974,771,8,1,2020.0
C01975,712,6,1,2021.0
C01976,716,11,1,2022.0
C01977,727,11,1,2024.0
C01978,711,9,0,
C01979,751,9,0,
C01980,721,1,0,
C01981,720,3,1,2016.0
C01982,770,20,0,
C01983,710,1,0,
C01984,654,7,1,2024.0
C01985,674,1,1,2023.0
C01986,448,11,3,2022.0
C01987,689,8,1,2019.0
C01988,709,6,0,
C01989,693,16,2,2023.0
C01990,626,6,4,2024.0
C01991,701,20,1,2022.0
C01992,715,16,1,2018.0
C01993,698,9,2,2024.0
C01994,788,10,1,2019.0
C01995,679,19,2,2019.0
C01996,720,18,1,2016.0
C01997,705,13,0,
C01998,714,18,0,
C01999,722,10,0,
C02000,388,2,2,2017.0
C02001,657,14,1,2024.0
C02002,748,9,0,
C02003,399,11,2,2024.0
C02004,651,18,1,2017.0
C02005,745,2,1,2020.0
C02006,796,3,0,
C02007,498,3,2,2015.0
C02008,689,24,2,2024.0
C02009,719,10,0,
C02010,787,10,0,
C02011,766,7,0,
C02012,691,11,1,2019.0
C02013,759,10,1,2022.0
C02014,693,25,1,2016.0
C02015,737,23,1,2016.0
C02016,794,9,1,2017.0
C02017,375,2,4,2020.0
C02018,701,17,0,
C02019,615,20,3,2017.0
C02020,617,2,4,2023.0
C02021,719,25,0,
C02022,724,7,0,
C02023,778,7,0,
C02024,731,2,0,
C02025,602,10,3,2024.0
C02026,729,19,0,
C02027,719,2,1,2017.0
C02028,736,15,1,2015.0
