customer_id,pre_approved_personal_loan_limit,interest_rate,max_tenure_months,offer_validity_days
C00902,1000000,12.23,24,57
C00903,962000,10.0,12,15
C00904,840994,16.16,24,47
C00905,1000000,10.0,12,15
C00906,1000000,13.86,48,33
C00907,1000000,10.44,60,38
C00908,1000000,14.7,36,42
C00909,1000000,13.06,12,30
C00910,1000000,15.15,24,16
C00911,794738,10.28,24,47
C00912,1000000,11.02,48,55
C00913,1000000,14.66,12,39
C00914,935796,16.96,60,28
C00915,1000000,10.2,12,40
C00916,1000000,10.02,36,47
C00917,829620,13.67,12,56
C00918,1000000,14.21,24,36
C00919,974330,12.94,48,55
C00920,1000000,10.0,48,17
C00921,1000000,14.43,36,26
C00922,745764,11.88,48,32
C00923,1000000,10.61,60,26
C00924,1000000,10.0,60,34
C00925,523570,13.96,48,27
C00926,928169,10.76,48,43
C00927,1000000,12.63,36,28
C00928,1000000,13.11,48,32
C00929,664202,11.9,24,27
C00930,415184,12.31,36,56
C00931,1000000,13.86,24,22
C00932,562530,11.91,24,48
C00933,371932,12.33,60,55
C00934,401412,12.81,12,18
C00935,1000000,10.0,12,32
C00936,822200,10.91,48,46
C00937,1000000,13.04,12,23
C00938,861311,12.02,48,51
C00939,705852,15.63,12,55
C00940,804144,10.84,48,43
C00941,826735,16.53,60,15
C00942,961856,10.74,48,15
C00943,1000000,12.45,60,36
C00944,602280,11.7,12,40
C00945,448513,15.24,36,35
C00946,1000000,15.39,48,37
C00947,513252,16.86,36,50
C00948,1000000,16.08,48,17
C00949,1000000,10.0,48,25
C00950,446679,12.34,48,27
C00951,890372,10.8,60,38
C00952,827352,14.56,24,18
C00953,496152,10.02,48,33
C00954,1000000,10.0,24,45
C00955,1000000,10.47,24,57
C00956,1000000,15.22,36,21
C00957,449712,13.27,36,33
C00958,601212,10.0,24,39
C00959,496161,12.73,12,44
C00960,1000000,13.74,12,21
C00961,729120,15.68,12,19
C00962,418990,15.53,60,28
C00963,889980,10.0,36,41
C00964,681860,10.0,60,29
C00965,1000000,11.81,12,34
C00966,503679,15.22,60,55
C00967,1000000,10.0,36,32
C00968,374112,11.33,12,39
C00969,1000000,12.99,48,22
C00970,1000000,10.0,12,22
C00971,890050,10.28,24,23
C00972,1000000,10.0,24,24
C00973,863776,13.71,36,39
C00974,717052,14.99,12,23
C00975,1000000,15.08,12,19
C00976,1000000,11.95,48,21
C00977,637530,15.15,48,23
C00978,920738,13.34,60,23
C00979,642978,11.45,48,44
C00980,1000000,13.85,36,17
C00981,779730,16.57,12,57
C00982,1000000,13.29,12,50
C00983,1000000,10.0,24,34
C00984,1000000,10.0,48,55
C00985,1000000,13.97,48,51
C00986,1000000,15.48,48,33
C00987,514836,17.41,60,37
C00988,898140,11.14,60,42
C00989,747270,12.5,60,22
C00990,931500,12.79,60,39
C00991,486024,14.1,12,46
C00992,638820,14.5,24,60
C00993,1000000,10.67,24,57
C00994,1000000,13.17,24,41
C00995,1000000,13.06,60,39
C00996,978490,12.67,24,22
C00997,635216,14.62,60,44
C00998,1000000,12.73,36,26
C00999,1000000,11.52,24,35
C01000,1000000,16.62,60,15
C01001,1000000,12.73,36,18
C01002,1000000,10.0,60,29
C01003,1000000,15.35,48,53
C01004,1000000,10.73,60,50
C01005,1000000,15.36,24,33
C01006,966350,10.6,36,60
C01007,1000000,11.16,24,49
C01008,592905,15.75,24,25
C01009,1000000,10.0,24,15
C01010,1000000,16.29,12,15
C01011,736073,17.02,24,54
C01012,1000000,16.83,48,54
C01013,950301,11.77,12,34
C01014,325169,11.32,36,18
C01015,736087,15.38,24,43
C01016,783824,10.73,24,15
C01017,366641,13.03,12,29
C01018,1000000,15.68,48,29
C01019,995731,15.24,60,32
C01020,603010,11.75,12,24
C01021,556208,10.0,60,37
C01022,302844,17.29,24,38
C01023,373600,12.93,24,47
C01024,1000000,10.0,36,17
C01025,1000000,10.0,60,21
C01026,790740,12.6,48,53
C01027,727572,10.33,36,17
C01028,740971,10.14,48,20
C01029,316035,10.58,48,56
C01030,430688,13.75,48,50
C01031,1000000,10.0,24,47
C01032,525746,12.26,48,41
C01033,1000000,12.71,48,45
C01034,744289,16.36,12,59
C01035,1000000,16.23,36,31
C01036,969240,10.0,36,33
C01037,427560,11.07,36,18
C01038,781770,12.73,36,34
C01039,497772,10.52,48,22
C01040,413380,10.0,60,55
C01041,1000000,14.46,24,24
C01042,523050,10.0,24,49
C01043,1000000,14.76,48,43
C01044,496540,14.99,36,23
C01045,695934,13.3,48,21
C01046,597620,10.51,60,21
C01047,447060,11.95,36,57
C01048,1000000,14.51,36,17
C01049,1000000,16.81,36,30
C01050,913248,10.0,60,26
C01051,1000000,15.59,48,58
C01052,988152,10.0,48,49
C01053,1000000,10.0,24,46
C01054,742860,11.66,12,53
C01055,982020,14.88,36,23
C01056,1000000,13.6,24,47
C01057,550032,17.03,60,46
C01058,1000000,15.02,24,47
C01059,522480,12.39,12,22
C01060,1000000,14.92,48,17
C01061,928140,14.18,36,50
C01062,545202,14.95,24,53
C01063,1000000,13.24,12,55
C01064,769176,14.89,60,40
C01065,859200,11.35,12,37
C01066,676841,17.37,36,18
C01067,814554,13.28,36,52
C01068,1000000,14.26,48,32
C01069,1000000,10.87,48,21
C01070,304304,17.56,48,31
C01071,1000000,10.32,36,28
C01072,1000000,10.0,60,26
C01073,1000000,15.69,12,32
C01074,1000000,15.1,36,16
C01075,708780,10.63,60,31
C01076,465641,10.05,24,56
C01077,670220,10.0,36,48
C01078,1000000,10.51,48,34
C01079,1000000,14.0,36,27
C01080,1000000,13.41,48,23
C01081,335340,11.54,12,49
C01082,641784,10.1,60,17
C01083,1000000,10.0,48,50
C01084,588208,13.78,60,40
C01085,1000000,13.2,36,34
C01086,1000000,16.38,24,26
C01087,1000000,10.74,24,36
C01088,1000000,15.97,24,47
C01089,880712,10.31,36,56
C01090,938665,12.62,12,44
C01091,1000000,13.55,60,31
C01092,505750,12.7,12,56
C01093,588532,16.98,12,51
C01094,1000000,14.65,24,31
C01095,1000000,10.41,36,48
C01096,1000000,12.45,12,49
C01097,550082,11.87,12,58
C01098,449490,11.84,36,46
C01099,1000000,10.79,12,58
C01100,564837,15.12,48,55
C01101,1000000,10.85,36,27
C01102,885340,11.16,36,54
C01103,359490,14.31,36,57
C01104,1000000,15.41,60,44
C01105,1000000,14.19,12,23
C01106,1000000,10.0,24,31
C01107,386080,15.55,24,38
C01108,785778,10.48,36,40
C01109,1000000,13.09,12,40
C01110,988078,15.04,48,29
C01111,420904,11.42,12,46
C01112,968630,10.0,12,42
C01113,880690,14.62,36,25
C01114,480969,12.79,60,39
C01115,412389,14.96,48,42
C01116,409784,10.0,12,55
C01117,1000000,10.0,60,27
C01118,1000000,12.15,48,58
C01119,1000000,12.1,24,40
C01120,737824,13.14,60,36
C01121,614393,13.92,60,59
C01122,1000000,14.09,48,22
C01123,737864,10.74,36,50
C01124,1000000,11.95,48,46
C01125,624840,17.25,36,22
C01126,1000000,11.26,36,46
C01127,510714,16.86,60,23
C01128,807552,10.22,12,30
C01129,1000000,15.49,60,49
C01130,1000000,16.94,12,31
C01131,1000000,10.0,12,49
C01132,1000000,14.36,48,48
C01133,932496,10.0,60,47
C01134,660744,12.13,48,27
C01135,613492,15.41,36,52
C01136,1000000,10.0,48,21
C01137,880005,12.04,24,33
C01138,375045,15.52,48,53
C01139,776787,15.83,60,36
C01140,940336,10.03,12,35
C01141,615460,14.11,48,32
C01142,851520,12.28,24,33
C01143,640146,13.88,12,27
C01144,830040,12.98,12,35
C01145,1000000,10.0,12,26
C01146,514128,10.09,24,34
C01147,820719,13.36,24,33
C01148,1000000,10.0,60,48
C01149,984944,12.0,48,24
C01150,602170,11.79,24,51
C01151,615200,12.4,36,34
C01152,774220,10.55,12,16
C01153,350433,11.0,36,19
C01154,1000000,13.35,24,45
C01155,583496,14.9,60,18
C01156,712072,10.79,24,26
C01157,1000000,13.89,48,51
C01158,631224,10.2,48,30
C01159,569690,16.49,12,47
C01160,909032,16.41,12,32
C01161,1000000,15.41,60,34
C01162,1000000,16.58,24,30
C01163,1000000,12.59,24,47
C01164,1000000,14.35,24,19
C01165,489730,15.42,24,48
C01166,674190,15.85,12,43
C01167,855428,14.24,12,33
C01168,675072,10.35,60,31
C01169,1000000,13.54,60,27
C01170,1000000,12.78,60,43
C01171,1000000,11.79,60,29
C01172,1000000,11.22,48,24
C01173,702096,10.48,12,32
C01174,814740,12.75,24,15
C01175,539802,15.7,24,16
C01176,1000000,10.0,36,31
C01177,990336,10.23,48,50
C01178,852059,12.89,12,22
C01179,637950,12.97,24,51
C01180,1000000,12.85,48,31
C01181,801866,16.07,48,46
C01182,1000000,14.41,36,58
C01183,503658,13.63,60,43
C01184,567472,10.0,12,38
C01185,265888,15.0,12,42
C01186,443080,15.5,48,25
C01187,1000000,10.7,24,45
C01188,604220,16.5,24,27
C01189,1000000,15.67,24,25
C01190,866040,14.69,12,52
C01191,1000000,15.94,12,59
C01192,1000000,14.28,48,50
C01193,1000000,14.85,24,27
C01194,707268,10.44,24,43
C01195,399804,17.22,24,41
C01196,669440,15.94,24,27
C01197,304100,13.56,12,39
C01198,1000000,10.34,36,27
C01199,1000000,13.74,36,23
C01200,1000000,12.25,24,33
C01201,728280,10.74,60,17
C01202,1000000,11.78,24,25
C01203,812310,13.3,60,47
C01204,1000000,10.28,24,59
C01205,1000000,11.94,60,27
C01206,988380,12.88,48,18
C01207,563948,10.49,60,33
C01208,532392,11.48,36,42
C01209,747864,12.89,60,59
C01210,1000000,13.17,24,39
C01211,1000000,13.61,12,49
C01212,1000000,16.18,48,21
C01213,1000000,14.48,12,45
C01214,1000000,12.65,60,19
C01215,717360,12.68,12,45
C01216,978032,10.0,24,41
C01217,1000000,15.34,24,16
C01218,695736,16.69,48,37
C01219,683310,10.58,60,43
C01220,715260,13.75,48,35
C01221,731522,12.17,60,32
C01222,781870,17.09,12,56
C01223,578368,14.03,24,19
C01224,363770,11.5,36,21
C01225,1000000,11.9,12,47
C01226,1000000,13.48,24,33
C01227,874206,10.58,36,45
C01228,518560,13.85,12,46
C01229,1000000,11.55,24,33
C01230,462594,11.34,36,45
C01231,1000000,14.89,36,38
C01232,800085,10.0,36,24
C01233,1000000,11.78,24,50
C01234,245800,16.28,36,41
C01235,1000000,10.55,36,59
C01236,530486,13.8,24,50
C01237,680360,11.98,60,45
C01238,1000000,11.47,36,35
C01239,924576,16.34,12,35
C01240,1000000,13.51,12,32
C01241,309392,16.82,12,40
C01242,1000000,15.47,60,26
C01243,1000000,14.23,60,59
C01244,344971,17.22,24,27
C01245,494397,13.89,12,36
C01246,1000000,11.12,48,49
C01247,1000000,15.28,60,59
C01248,1000000,14.94,60,31
C01249,1000000,16.65,36,46
C01250,940932,16.45,48,54
C01251,889020,13.94,60,24
C01252,1000000,12.68,48,24
C01253,1000000,10.83,60,27
C01254,453645,14.97,12,51
C01255,537588,14.89,48,22
C01256,1000000,12.36,48,17
C01257,501644,15.71,60,27
C01258,1000000,11.16,60,50
C01259,517979,12.1,24,41
C01260,540270,10.65,48,46
C01261,1000000,11.88,48,27
C01262,1000000,14.41,60,28
C01263,359740,15.31,36,38
C01264,892164,13.86,12,31
C01265,931257,14.69,60,34
C01266,1000000,12.89,48,25
C01267,1000000,13.09,24,54
C01268,1000000,13.04,36,30
C01269,1000000,14.33,12,56
C01270,1000000,11.89,48,19
C01271,1000000,13.93,12,42
C01272,776664,11.94,48,28
C01273,963586,10.39,60,15
C01274,1000000,10.32,36,60
C01275,1000000,14.45,60,34
C01276,1000000,11.39,60,33
C01277,777780,12.26,12,34
C01278,401040,10.36,48,59
C01279,1000000,16.08,36,23
C01280,679472,10.0,36,51
C01281,429120,17.61,12,22
C01282,724958,10.46,60,25
C01283,1000000,10.91,12,50
C01284,623160,10.25,60,39
C01285,1000000,10.51,12,57
C01286,1000000,10.0,36,42
C01287,844259,16.4,48,48
C01288,953415,15.62,48,42
C01289,1000000,16.22,60,30
C01290,377460,14.37,48,27
C01291,1000000,12.53,12,22
C01292,706270,14.11,24,56
C01293,1000000,12.33,36,22
C01294,1000000,14.11,24,44
C01295,1000000,14.8,48,15
C01296,1000000,10.21,60,37
C01297,1000000,14.92,36,50
C01298,1000000,13.63,12,52
C01299,1000000,14.51,24,39
C01300,1000000,12.95,12,31
C01301,855234,14.09,48,26
C01302,633970,16.63,60,30
C01303,1000000,11.1,48,44
C01304,1000000,15.58,60,36
C01305,435248,13.48,60,30
C01306,1000000,14.57,36,52
C01307,745360,10.87,36,55
C01308,1000000,13.42,24,19
C01309,1000000,11.1,48,42
C01310,1000000,10.0,24,32
C01311,1000000,13.75,60,41
C01312,705570,11.71,24,54
C01313,643210,10.83,36,29
C01314,406760,10.89,48,21
C01315,612423,11.87,24,28
C01316,1000000,14.74,60,19
C01317,818556,16.94,60,22
C01318,730016,10.53,12,38
C01319,570768,15.67,36,47
C01320,315810,13.64,60,54
C01321,861111,11.29,36,22
C01322,1000000,14.2,12,37
C01323,1000000,15.58,60,16
C01324,603744,10.0,36,38
C01325,1000000,10.0,36,24
C01326,695884,12.01,48,18
C01327,640948,13.46,24,41
C01328,510994,11.53,36,48
C01329,333424,14.17,60,41
C01330,485067,10.0,36,40
C01331,1000000,12.03,12,56
C01332,588280,13.01,48,57
C01333,951372,15.11,48,47
C01334,1000000,10.55,24,54
C01335,552104,10.0,36,42
C01336,1000000,16.21,48,51
C01337,646839,10.26,36,15
C01338,813036,16.87,60,28
C01339,936221,13.29,48,46
C01340,1000000,12.08,12,42
C01341,559764,14.63,60,59
C01342,470666,16.76,12,38
C01343,422114,13.53,48,17
C01344,930384,10.0,12,15
C01345,526610,10.34,24,56
C01346,999908,10.38,12,40
C01347,519704,11.85,60,53
C01348,1000000,10.77,12,59
C01349,1000000,10.0,36,47
C01350,953082,10.0,36,46
C01351,1000000,11.73,36,41
C01352,1000000,12.28,48,43
C01353,374976,15.68,60,49
C01354,950030,14.22,24,16
C01355,1000000,15.06,12,26
C01356,1000000,14.78,24,23
C01357,399984,12.71,12,51
C01358,751764,14.83,12,43
C01359,570658,13.29,12,33
C01360,1000000,14.14,12,33
C01361,550712,10.56,60,25
C01362,632394,14.89,24,56
C01363,652399,15.12,60,41
C01364,1000000,14.26,36,35
C01365,717945,16.15,48,35
C01366,293784,11.26,48,26
C01367,1000000,15.32,12,60
C01368,1000000,15.99,36,26
C01369,1000000,14.4,12,59
C01370,1000000,13.7,48,60
C01371,626219,16.31,48,40
C01372,917163,11.47,60,17
C01373,474120,17.23,36,27
C01374,1000000,14.85,24,41
C01375,1000000,10.0,48,16
C01376,1000000,10.3,12,17
C01377,1000000,16.26,36,50
C01378,1000000,16.15,12,30
C01379,1000000,13.96,60,37
C01380,1000000,14.26,48,36
C01381,623868,12.72,24,27
C01382,585136,14.79,60,15
C01383,670090,16.77,36,28
C01384,1000000,10.9,48,43
C01385,1000000,13.81,48,35
C01386,868302,14.95,36,40
C01387,938508,16.94,12,59
C01388,549178,11.09,36,60
C01389,497160,10.0,60,26
C01390,537472,10.0,48,33
C01391,1000000,11.64,60,40
C01392,1000000,10.29,36,49
C01393,1000000,10.0,12,21
C01394,571900,11.09,12,60
C01395,1000000,13.53,48,39
C01396,1000000,12.16,48,53
C01397,1000000,15.69,24,59
C01398,1000000,15.32,48,32
C01399,1000000,13.99,12,51
C01400,1000000,12.59,60,48
C01401,1000000,14.51,60,22
C01402,799050,12.01,12,55
C01403,1000000,16.03,24,54
C01404,1000000,12.78,48,18
C01405,858240,10.0,60,34
C01406,1000000,15.72,12,38
C01407,1000000,14.5,48,30
C01408,1000000,11.9,60,58
C01409,1000000,11.82,60,27
C01410,655648,10.0,48,35
C01411,1000000,10.0,60,15
C01412,608168,10.2,12,30
C01413,1000000,12.15,60,24
C01414,1000000,10.0,24,42
C01415,1000000,16.46,36,17
C01416,1000000,13.97,24,57
C01417,604624,14.3,24,30
C01418,776844,11.76,12,41
C01419,417795,14.61,48,32
C01420,1000000,10.0,48,20
C01421,1000000,10.0,24,55
C01422,1000000,16.05,24,43
C01423,458904,13.6,60,44
C01424,891171,14.76,36,27
C01425,1000000,13.14,48,21
C01426,818136,11.72,12,59
C01427,1000000,12.75,36,56
C01428,1000000,13.93,24,60
C01429,1000000,13.38,36,37
C01430,608870,10.61,36,46
C01431,780724,16.92,36,15
C01432,356432,16.4,48,32
C01433,435780,14.51,36,25
C01434,865140,10.95,36,44
C01435,1000000,15.89,60,59
C01436,797384,11.74,36,22
C01437,1000000,14.19,24,57
C01438,777700,16.6,36,33
C01439,493020,10.0,60,45
C01440,1000000,15.3,60,23
C01441,471184,10.58,60,47
C01442,649808,16.48,36,24
C01443,575890,14.18,60,21
C01444,653004,13.85,48,19
C01445,285416,17.29,60,36
C01446,719418,10.98,12,34
C01447,1000000,11.91,60,52
C01448,1000000,14.4,60,40
C01449,984885,10.0,48,44
C01450,566244,13.55,24,16
C01451,995764,10.27,12,26
C01452,1000000,12.72,36,25
C01453,686037,14.95,12,51
C01454,1000000,12.63,12,17
C01455,836056,16.71,60,46
C01456,1000000,17.02,60,55
C01457,1000000,15.8,24,21
C01458,309285,10.0,24,52
C01459,437704,11.1,48,47
C01460,1000000,10.0,48,34
C01461,641880,14.23,60,30
C01462,689085,16.49,24,22
C01463,1000000,13.61,48,49
C01464,623412,10.0,24,26
C01465,1000000,16.0,36,55
C01466,662930,10.0,48,25
C01467,1000000,10.0,24,39
C01468,842290,11.42,60,57
C01469,477560,14.97,12,24
C01470,1000000,14.16,24,33
C01471,994260,15.9,24,34
C01472,872976,15.92,12,42
C01473,620152,11.22,24,18
C01474,575289,11.14,36,34
C01475,827775,10.93,24,47
C01476,1000000,10.0,24,44
C01477,1000000,15.01,24,35
C01478,715716,16.19,12,38
C01479,1000000,11.81,36,60
C01480,805016,15.77,36,34
C01481,516828,14.7,48,40
C01482,497344,15.66,12,41
C01483,1000000,12.33,24,28
C01484,809744,12.09,36,37
C01485,1000000,15.85,24,20
C01486,743700,12.3,24,44
C01487,260397,12.87,12,30
C01488,885260,16.2,36,50
C01489,915795,14.39,24,37
C01490,1000000,10.0,12,44
C01491,831258,10.0,48,51
C01492,584748,12.96,36,21
C01493,1000000,15.58,48,20
C01494,1000000,13.29,24,20
C01495,1000000,14.41,48,15
C01496,699129,10.0,48,38
C01497,1000000,14.72,24,19
C01498,1000000,14.24,12,57
C01499,435213,16.41,48,19
C01500,1000000,10.0,36,47
C01501,1000000,13.09,24,43
C01502,508650,15.0,60,26
C01503,1000000,15.15,36,47
C01504,1000000,15.54,12,23
C01505,1000000,14.63,36,53
C01506,925776,16.71,60,46
C01507,359104,15.35,60,28
C01508,700068,12.65,48,33
C01509,1000000,15.58,36,59
C01510,1000000,13.66,60,27
C01511,792624,14.75,48,40
C01512,583020,10.0,48,59
C01513,927664,15.36,24,43
C01514,989745,16.52,12,19
C01515,1000000,15.91,60,19
C01516,571984,10.53,12,39
C01517,1000000,15.21,24,53
C01518,293720,16.03,48,47
C01519,1000000,11.42,48,36
C01520,879435,10.66,12,43
C01521,997776,13.94,24,17
C01522,306045,11.49,24,33
C01523,524178,15.95,36,33
C01524,473956,10.0,12,28
C01525,462572,17.3,60,38
C01526,1000000,11.37,12,51
C01527,700152,13.79,48,44
C01528,1000000,12.9,60,41
C01529,1000000,10.0,60,60
C01530,1000000,15.14,48,20
C01531,928760,12.0,12,59
C01532,1000000,16.39,12,17
C01533,1000000,10.0,48,35
C01534,363935,16.03,48,45
C01535,1000000,11.27,24,50
C01536,639996,17.46,48,21
C01537,1000000,14.1,24,60
C01538,1000000,12.75,48,46
C01539,1000000,16.29,48,26
C01540,760786,16.5,12,44
C01541,457065,11.88,60,20
C01542,854946,12.52,12,38
C01543,949660,16.44,24,48
C01544,951550,10.85,12,34
C01545,922635,14.83,12,33
C01546,1000000,13.01,12,37
C01547,1000000,10.0,24,15
C01548,818608,12.85,48,19
C01549,1000000,11.54,36,40
C01550,1000000,10.0,48,43
C01551,460082,12.59,36,17
C01552,1000000,15.82,12,36
C01553,1000000,10.0,48,55
C01554,707304,17.06,36,50
C01555,767888,10.0,24,51
C01556,554272,13.15,48,45
C01557,873981,14.63,48,25
C01558,1000000,10.66,12,56
C01559,601320,14.64,24,25
C01560,1000000,15.29,60,34
C01561,1000000,12.88,60,35
C01562,990670,16.03,48,22
C01563,736335,16.09,12,37
C01564,951615,14.72,48,45
C01565,841160,11.06,36,38
C01566,1000000,10.05,24,26
C01567,406575,12.54,24,29
C01568,927004,10.0,60,52
C01569,541116,10.0,60,18
C01570,1000000,15.22,48,47
C01571,900900,10.0,36,57
C01572,1000000,10.55,60,50
C01573,475670,11.07,24,48
C01574,1000000,15.43,36,56
C01575,643605,10.0,60,47
C01576,1000000,11.2,48,51
C01577,1000000,10.23,60,35
C01578,1000000,14.71,36,24
C01579,806750,11.02,36,33
C01580,942256,13.09,12,44
C01581,691900,10.41,36,48
C01582,790904,15.84,60,60
C01583,1000000,10.0,60,22
C01584,1000000,16.27,24,28
C01585,1000000,15.56,60,36
C01586,1000000,13.09,12,44
C01587,469131,13.51,60,31
C01588,799576,10.0,48,42
C01589,1000000,10.0,48,60
C01590,1000000,10.06,12,40
C01591,514150,10.0,48,36
C01592,1000000,15.74,36,31
C01593,1000000,11.31,24,55
C01594,1000000,13.86,60,16
C01595,1000000,15.54,24,17
C01596,919206,12.46,36,45
C01597,863145,10.62,12,44
C01598,1000000,11.19,60,47
C01599,1000000,10.0,36,21
C01600,265880,11.18,48,27
C01601,1000000,10.0,60,20
C01602,797836,16.3,24,19
C01603,1000000,11.78,48,45
C01604,1000000,10.0,36,55
C01605,1000000,11.38,36,20
C01606,351988,17.62,36,49
C01607,302256,13.63,48,27
C01608,1000000,12.1,36,48
C01609,828139,14.25,24,36
C01610,1000000,11.92,12,30
C01611,1000000,11.58,48,21
C01612,1000000,10.67,36,40
C01613,557424,15.95,12,17
C01614,853827,11.01,12,42
C01615,743220,10.0,12,44
C01616,377496,12.7,60,19
C01617,438828,14.15,48,38
C01618,284337,14.2,12,45
C01619,1000000,13.15,24,48
C01620,830489,12.95,48,47
C01621,812903,13.16,12,47
C01622,1000000,12.55,48,51
C01623,522345,13.25,12,16
C01624,475512,16.52,36,57
C01625,650110,13.06,48,54
C01626,720317,14.11,36,29
C01627,1000000,14.11,12,18
C01628,974115,15.54,36,29
C01629,1000000,10.0,24,16
C01630,994041,14.71,12,20
C01631,1000000,10.0,60,40
C01632,1000000,10.18,24,38
C01633,1000000,10.0,24,59
C01634,1000000,15.33,24,34
C01635,679320,17.51,36,47
C01636,1000000,16.21,60,33
C01637,850920,10.34,48,30
C01638,776496,10.62,48,44
C01639,828060,11.31,48,20
C01640,857772,10.0,24,50
C01641,669900,17.08,24,58
C01642,598221,17.07,60,25
C01643,661240,10.02,36,33
C01644,388768,10.07,36,15
C01645,510777,12.08,36,59
C01646,1000000,10.03,12,40
C01647,1000000,15.47,36,59
C01648,617553,13.3,24,21
C01649,1000000,11.35,12,53
C01650,404508,17.37,36,59
C01651,1000000,12.6,24,39
C01652,220617,10.29,12,16
C01653,475680,10.18,36,59
C01654,382536,13.19,36,52
C01655,596928,12.55,48,27
C01656,490230,17.21,12,20
C01657,968220,14.99,12,21
C01658,537648,13.49,36,50
C01659,1000000,10.68,24,19
C01660,1000000,13.93,60,35
C01661,1000000,16.24,12,58
C01662,1000000,14.33,36,30
C01663,1000000,11.98,24,23
C01664,758582,10.51,24,27
C01665,1000000,13.33,60,15
C01666,1000000,11.61,12,55
C01667,302480,15.55,24,42
C01668,1000000,12.05,60,56
C01669,1000000,15.39,36,49
C01670,698184,11.22,12,24
C01671,995660,11.05,12,55
C01672,1000000,13.79,48,47
C01673,695058,12.92,36,55
C01674,757632,14.73,12,60
C01675,1000000,10.0,24,18
C01676,1000000,10.0,60,31
C01677,978080,11.84,36,50
C01678,678050,17.12,36,47
C01679,1000000,15.63,36,53
C01680,566664,15.93,12,52
C01681,603660,14.07,24,26
C01682,757548,16.94,24,40
C01683,752664,13.52,48,59
C01684,995820,11.38,48,30
C01685,344628,17.18,12,18
C01686,1000000,13.62,36,40
C01687,603414,13.76,36,37
C01688,1000000,10.61,36,58
C01689,1000000,15.44,36,29
C01690,673246,13.6,12,46
C01691,771336,13.45,60,44
C01692,1000000,15.27,12,32
C01693,527840,13.69,36,27
C01694,1000000,10.0,48,37
C01695,1000000,12.18,36,58
C01696,876876,14.3,36,39
C01697,630264,13.18,60,24
C01698,1000000,10.0,36,38
C01699,642075,13.05,12,18
C01700,724010,17.09,24,37
C01701,236187,12.1,48,32
C01702,1000000,15.44,12,29
C01703,1000000,12.35,48,56
C01704,242604,13.6,60,30
C01705,725410,16.62,36,47
C01706,1000000,11.35,24,46
C01707,1000000,13.47,48,17
C01708,898389,12.04,24,53
C01709,1000000,10.49,48,40
C01710,1000000,10.0,24,57
C01711,1000000,12.72,48,28
C01712,686754,14.07,48,33
